IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_AGE,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,VALUE_COMMENTS,DIM_PUBLISH_STATE_CODE
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,218,Ecuador,1992,YEAR,Total,18 plus years,RATE_PER_100,10.2,7.1,13.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,218,Ecuador,1992,YEAR,Female,18 plus years,RATE_PER_100,14,8.8,20,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,818,Egypt,1992,YEAR,Female,18 plus years,RATE_PER_100,26.2,21,31.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,957,Eastern Mediterranean,1992,YEAR,Female,18 plus years,RATE_PER_100,15,12.9,17.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,882,Samoa,1991,YEAR,Total,18 plus years,RATE_PER_100,30.5,25.4,36.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,887,Yemen,1991,YEAR,Female,18 plus years,RATE_PER_100,8.6,5.3,12.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,716,Zimbabwe,1991,YEAR,Male,18 plus years,RATE_PER_100,1.4,0.6,2.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,4,Afghanistan,1992,YEAR,Female,18 plus years,RATE_PER_100,2.2,1,4.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,12,Algeria,1992,YEAR,Female,18 plus years,RATE_PER_100,19.3,13.7,25.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,12,Algeria,1992,YEAR,Male,18 plus years,RATE_PER_100,7,4,10.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,818,Egypt,1992,YEAR,Total,18 plus years,RATE_PER_100,18.5,15.3,22,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,818,Egypt,1992,YEAR,Male,18 plus years,RATE_PER_100,10.4,6.9,14.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,957,Eastern Mediterranean,1992,YEAR,Male,18 plus years,RATE_PER_100,6.3,5.1,7.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,232,Eritrea,1992,YEAR,Total,18 plus years,RATE_PER_100,1.5,0.9,2.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,724,Spain,1992,YEAR,Female,18 plus years,RATE_PER_100,17,14,20.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,233,Estonia,1992,YEAR,Male,18 plus years,RATE_PER_100,12,8.7,15.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,953,Africa,1992,YEAR,Total,18 plus years,RATE_PER_100,4.2,3.7,4.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,953,Africa,1992,YEAR,Female,18 plus years,RATE_PER_100,6.7,5.7,7.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,24,Angola,1992,YEAR,Total,18 plus years,RATE_PER_100,2.3,1.2,3.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,24,Angola,1992,YEAR,Female,18 plus years,RATE_PER_100,3.6,1.6,6.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,24,Angola,1992,YEAR,Male,18 plus years,RATE_PER_100,0.8,0.2,1.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,8,Albania,1992,YEAR,Total,18 plus years,RATE_PER_100,10.4,7.3,13.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,954,Americas,1992,YEAR,Female,18 plus years,RATE_PER_100,18.6,16.7,20.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,954,Americas,1992,YEAR,Male,18 plus years,RATE_PER_100,13.4,11.6,15.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,384,Côte d'Ivoire,1992,YEAR,Total,18 plus years,RATE_PER_100,3.4,2.3,4.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,384,Côte d'Ivoire,1992,YEAR,Female,18 plus years,RATE_PER_100,5.8,3.6,8.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,178,Congo,1992,YEAR,Female,18 plus years,RATE_PER_100,5.8,3.6,8.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,174,Comoros,1992,YEAR,Female,18 plus years,RATE_PER_100,4.7,2.6,7.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,192,Cuba,1992,YEAR,Female,18 plus years,RATE_PER_100,20,14.8,25.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,276,Germany,1992,YEAR,Female,18 plus years,RATE_PER_100,13.5,11.4,15.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,276,Germany,1992,YEAR,Male,18 plus years,RATE_PER_100,13.1,10.7,15.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,212,Dominica,1992,YEAR,Male,18 plus years,RATE_PER_100,8.3,4.6,13,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,784,United Arab Emirates,1992,YEAR,Female,18 plus years,RATE_PER_100,29.6,23.6,35.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,784,United Arab Emirates,1992,YEAR,Male,18 plus years,RATE_PER_100,14.4,9.9,20,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,51,Armenia,1992,YEAR,Male,18 plus years,RATE_PER_100,8.8,4.8,14,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,40,Austria,1992,YEAR,Total,18 plus years,RATE_PER_100,11.3,8.8,14.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,208,Denmark,1992,YEAR,Total,18 plus years,RATE_PER_100,11.6,9.4,14,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,214,Dominican Republic,1992,YEAR,Total,18 plus years,RATE_PER_100,12.1,9.4,15.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,214,Dominican Republic,1992,YEAR,Female,18 plus years,RATE_PER_100,17.7,13,22.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,214,Dominican Republic,1992,YEAR,Male,18 plus years,RATE_PER_100,6.8,4,10.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,232,Eritrea,1992,YEAR,Female,18 plus years,RATE_PER_100,2.3,1.2,4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,232,Eritrea,1992,YEAR,Male,18 plus years,RATE_PER_100,0.5,0.2,1.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,956,Europe,1992,YEAR,Total,18 plus years,RATE_PER_100,14.7,13.7,15.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,956,Europe,1992,YEAR,Female,18 plus years,RATE_PER_100,17.4,16,19,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,31,Azerbaijan,1992,YEAR,Male,18 plus years,RATE_PER_100,7,3.7,11.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,204,Benin,1992,YEAR,Male,18 plus years,RATE_PER_100,1.3,0.6,2.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,854,Burkina Faso,1992,YEAR,Female,18 plus years,RATE_PER_100,2,1.1,3.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,100,Bulgaria,1992,YEAR,Male,18 plus years,RATE_PER_100,13.8,8.9,19.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,231,Ethiopia,1992,YEAR,Female,18 plus years,RATE_PER_100,2,1,3.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,956,Europe,1992,YEAR,Male,18 plus years,RATE_PER_100,11.5,10.2,12.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,246,Finland,1992,YEAR,Female,18 plus years,RATE_PER_100,13.5,10.8,16.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,242,Fiji,1992,YEAR,Female,18 plus years,RATE_PER_100,21.5,14.5,29,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,826,United Kingdom of Great Britain and Northern Ireland,1992,YEAR,Female,18 plus years,RATE_PER_100,16.4,14.1,18.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,288,Ghana,1992,YEAR,Female,18 plus years,RATE_PER_100,6,4.1,8.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,324,Guinea,1992,YEAR,Female,18 plus years,RATE_PER_100,3.9,2.3,6.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,324,Guinea,1992,YEAR,Male,18 plus years,RATE_PER_100,1,0.4,1.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,231,Ethiopia,1992,YEAR,Total,18 plus years,RATE_PER_100,1.3,0.7,2.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,231,Ethiopia,1992,YEAR,Male,18 plus years,RATE_PER_100,0.5,0.2,1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,250,France,1992,YEAR,Male,18 plus years,RATE_PER_100,11.7,8.4,15.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,266,Gabon,1992,YEAR,Total,18 plus years,RATE_PER_100,6.5,4.1,9.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,48,Bahrain,1992,YEAR,Total,18 plus years,RATE_PER_100,19.8,16.1,23.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,48,Bahrain,1992,YEAR,Male,18 plus years,RATE_PER_100,14.4,9.6,19.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,44,Bahamas,1992,YEAR,Male,18 plus years,RATE_PER_100,12.2,7.2,18.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,112,Belarus,1992,YEAR,Total,18 plus years,RATE_PER_100,16.3,12.1,20.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,826,United Kingdom of Great Britain and Northern Ireland,1992,YEAR,Total,18 plus years,RATE_PER_100,14.8,13.3,16.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,268,Georgia,1992,YEAR,Total,18 plus years,RATE_PER_100,11.3,8,15.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,268,Georgia,1992,YEAR,Male,18 plus years,RATE_PER_100,8.7,4.9,13.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,226,Equatorial Guinea,1992,YEAR,Female,18 plus years,RATE_PER_100,4.8,2.4,8.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,226,Equatorial Guinea,1992,YEAR,Male,18 plus years,RATE_PER_100,1,0.3,2.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,300,Greece,1992,YEAR,Female,18 plus years,RATE_PER_100,18.3,13.6,23.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,300,Greece,1992,YEAR,Male,18 plus years,RATE_PER_100,12.7,8.6,17.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,308,Grenada,1992,YEAR,Total,18 plus years,RATE_PER_100,10.2,7.2,13.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,624,Guinea-Bissau,1992,YEAR,Female,18 plus years,RATE_PER_100,4.1,2.2,6.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,300,Greece,1992,YEAR,Total,18 plus years,RATE_PER_100,15.6,12.4,19.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,320,Guatemala,1992,YEAR,Female,18 plus years,RATE_PER_100,13.5,9.3,18.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,328,Guyana,1992,YEAR,Male,18 plus years,RATE_PER_100,4.4,2.2,7.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,308,Grenada,1992,YEAR,Female,18 plus years,RATE_PER_100,15,9.9,21.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,320,Guatemala,1992,YEAR,Total,18 plus years,RATE_PER_100,9.6,7.1,12.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,328,Guyana,1992,YEAR,Female,18 plus years,RATE_PER_100,13.9,8.9,19.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,340,Honduras,1992,YEAR,Female,18 plus years,RATE_PER_100,13,8.7,18,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,246,Finland,1992,YEAR,Total,18 plus years,RATE_PER_100,13.2,11.3,15.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,242,Fiji,1992,YEAR,Male,18 plus years,RATE_PER_100,11.2,6.2,17.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,250,France,1992,YEAR,Total,18 plus years,RATE_PER_100,13.2,10.7,16,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,250,France,1992,YEAR,Female,18 plus years,RATE_PER_100,14.5,10.9,18.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,112,Belarus,1992,YEAR,Female,18 plus years,RATE_PER_100,20.5,14.1,27.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,112,Belarus,1992,YEAR,Male,18 plus years,RATE_PER_100,11,6.6,16.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,68,Bolivia (Plurinational State of),1992,YEAR,Male,18 plus years,RATE_PER_100,5.7,2.7,10,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,52,Barbados,1992,YEAR,Total,18 plus years,RATE_PER_100,12.1,9.2,15.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,64,Bhutan,1992,YEAR,Female,18 plus years,RATE_PER_100,2.1,1,3.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,64,Bhutan,1992,YEAR,Male,18 plus years,RATE_PER_100,0.8,0.3,1.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,124,Canada,1992,YEAR,Female,18 plus years,RATE_PER_100,16.8,13.5,20.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,756,Switzerland,1992,YEAR,Female,18 plus years,RATE_PER_100,10.5,7.4,14.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,152,Chile,1992,YEAR,Male,18 plus years,RATE_PER_100,13.8,9.7,18.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,384,Côte d'Ivoire,1992,YEAR,Male,18 plus years,RATE_PER_100,1.5,0.7,2.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,120,Cameroon,1992,YEAR,Female,18 plus years,RATE_PER_100,6.1,4,8.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,180,Democratic Republic of the Congo,1992,YEAR,Total,18 plus years,RATE_PER_100,2,1.1,3.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,180,Democratic Republic of the Congo,1992,YEAR,Male,18 plus years,RATE_PER_100,0.8,0.3,1.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,178,Congo,1992,YEAR,Male,18 plus years,RATE_PER_100,1.5,0.7,2.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,184,Cook Islands,1992,YEAR,Female,18 plus years,RATE_PER_100,45.2,36.8,53.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,170,Colombia,1992,YEAR,Male,18 plus years,RATE_PER_100,7.8,4.9,11.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,132,Cabo Verde,1992,YEAR,Total,18 plus years,RATE_PER_100,4,2.4,6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,188,Costa Rica,1992,YEAR,Male,18 plus years,RATE_PER_100,7,4,10.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,192,Cuba,1992,YEAR,Total,18 plus years,RATE_PER_100,14.2,11,17.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,196,Cyprus,1992,YEAR,Total,18 plus years,RATE_PER_100,13.4,10,17.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,196,Cyprus,1992,YEAR,Male,18 plus years,RATE_PER_100,11.6,7,17.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,203,Czechia,1992,YEAR,Total,18 plus years,RATE_PER_100,19.2,15.8,22.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,276,Germany,1992,YEAR,Total,18 plus years,RATE_PER_100,13.5,11.9,15.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,212,Dominica,1992,YEAR,Female,18 plus years,RATE_PER_100,22,15.8,29.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,191,Croatia,1992,YEAR,Male,18 plus years,RATE_PER_100,12.4,8.4,17.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,360,Indonesia,1992,YEAR,Total,18 plus years,RATE_PER_100,1.4,0.9,2.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,360,Indonesia,1992,YEAR,Male,18 plus years,RATE_PER_100,0.6,0.3,1.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,356,India,1992,YEAR,Male,18 plus years,RATE_PER_100,0.6,0.4,0.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,208,Denmark,1992,YEAR,Male,18 plus years,RATE_PER_100,11.6,8.7,14.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,218,Ecuador,1992,YEAR,Male,18 plus years,RATE_PER_100,6.2,3.1,10.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,957,Eastern Mediterranean,1992,YEAR,Total,18 plus years,RATE_PER_100,10.5,9.4,11.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,724,Spain,1992,YEAR,Total,18 plus years,RATE_PER_100,15.6,13.5,17.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,368,Iraq,1992,YEAR,Female,18 plus years,RATE_PER_100,26.1,19.8,33,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,417,Kyrgyzstan,1992,YEAR,Male,18 plus years,RATE_PER_100,5.8,2.9,9.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,659,Saint Kitts and Nevis,1992,YEAR,Female,18 plus years,RATE_PER_100,16.5,11.1,23.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,414,Kuwait,1992,YEAR,Male,18 plus years,RATE_PER_100,20.5,15.9,25.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,418,Lao People's Democratic Republic,1992,YEAR,Total,18 plus years,RATE_PER_100,1,0.5,1.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,430,Liberia,1992,YEAR,Total,18 plus years,RATE_PER_100,4.7,3.1,6.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,434,Libya,1992,YEAR,Total,18 plus years,RATE_PER_100,20.1,16.3,24.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,434,Libya,1992,YEAR,Male,18 plus years,RATE_PER_100,13,8.6,18.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,426,Lesotho,1992,YEAR,Female,18 plus years,RATE_PER_100,11.9,7.6,17.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,440,Lithuania,1992,YEAR,Total,18 plus years,RATE_PER_100,19.7,16.4,23.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,442,Luxembourg,1992,YEAR,Female,18 plus years,RATE_PER_100,13.2,8.9,18.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,442,Luxembourg,1992,YEAR,Male,18 plus years,RATE_PER_100,12.4,7.8,17.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,504,Morocco,1992,YEAR,Total,18 plus years,RATE_PER_100,12.9,9.7,16.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,492,Monaco,1992,YEAR,Total,18 plus years,RATE_PER_100,,,,No data available.� Estimate could not be calculated due to lack of covariate data.,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,492,Monaco,1992,YEAR,Female,18 plus years,RATE_PER_100,,,,No data available.� Estimate could not be calculated due to lack of covariate data.,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,450,Madagascar,1992,YEAR,Total,18 plus years,RATE_PER_100,1.5,0.9,2.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,484,Mexico,1992,YEAR,Male,18 plus years,RATE_PER_100,12.3,9,16.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,584,Marshall Islands,1992,YEAR,Total,18 plus years,RATE_PER_100,38.4,32.6,44.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,807,North Macedonia,1992,YEAR,Total,18 plus years,RATE_PER_100,14.6,10.8,18.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,724,Spain,1992,YEAR,Male,18 plus years,RATE_PER_100,13.9,11.1,16.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,233,Estonia,1992,YEAR,Total,18 plus years,RATE_PER_100,16.1,13.3,19,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,233,Estonia,1992,YEAR,Female,18 plus years,RATE_PER_100,19.1,14.9,23.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,246,Finland,1992,YEAR,Male,18 plus years,RATE_PER_100,12.7,10,15.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,466,Mali,1992,YEAR,Total,18 plus years,RATE_PER_100,2.5,1.6,3.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,470,Malta,1992,YEAR,Female,18 plus years,RATE_PER_100,22.7,16.7,29.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,104,Myanmar,1992,YEAR,Female,18 plus years,RATE_PER_100,2,1,3.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,499,Montenegro,1992,YEAR,Total,18 plus years,RATE_PER_100,12.3,8.8,16.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,242,Fiji,1992,YEAR,Total,18 plus years,RATE_PER_100,16.4,12,21.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,583,Micronesia (Federated States of),1992,YEAR,Total,18 plus years,RATE_PER_100,29.6,24.4,35.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,266,Gabon,1992,YEAR,Male,18 plus years,RATE_PER_100,2.8,1.1,5.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,826,United Kingdom of Great Britain and Northern Ireland,1992,YEAR,Male,18 plus years,RATE_PER_100,13.2,11,15.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,288,Ghana,1992,YEAR,Total,18 plus years,RATE_PER_100,3.6,2.5,4.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,288,Ghana,1992,YEAR,Male,18 plus years,RATE_PER_100,1.1,0.5,2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,324,Guinea,1992,YEAR,Total,18 plus years,RATE_PER_100,2.5,1.6,3.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,1,World,1992,YEAR,Female,18 plus years,RATE_PER_100,9,8.4,9.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,340,Honduras,1992,YEAR,Total,18 plus years,RATE_PER_100,9.3,6.6,12.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,332,Haiti,1992,YEAR,Female,18 plus years,RATE_PER_100,10.2,6.5,14.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,360,Indonesia,1992,YEAR,Female,18 plus years,RATE_PER_100,2.2,1.3,3.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,372,Ireland,1992,YEAR,Female,18 plus years,RATE_PER_100,12.6,9,16.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,624,Guinea-Bissau,1992,YEAR,Total,18 plus years,RATE_PER_100,2.6,1.6,4.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,226,Equatorial Guinea,1992,YEAR,Total,18 plus years,RATE_PER_100,2.9,1.6,4.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,320,Guatemala,1992,YEAR,Male,18 plus years,RATE_PER_100,5.7,3,9.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,340,Honduras,1992,YEAR,Male,18 plus years,RATE_PER_100,5.5,2.8,9.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,372,Ireland,1992,YEAR,Male,18 plus years,RATE_PER_100,11.5,7.7,16,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,364,Iran (Islamic Republic of),1992,YEAR,Total,18 plus years,RATE_PER_100,12.7,10.7,15,,PUBLISHED
