IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_AMR_GLASS_AWARE,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_COMMENTS,DIM_PUBLISH_STATE_CODE
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2019,YEAR,NULL_Z,RATE_PER_100,16.8623,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2018,YEAR,NULL_Z,RATE_PER_100,0.1058,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2017,YEAR,NULL_Z,RATE_PER_100,0.1007,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2016,YEAR,NULL_Z,RATE_PER_100,0.1136,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2021,YEAR,NULL_Z,RATE_PER_100,25.9583,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2020,YEAR,NULL_Z,RATE_PER_100,25.6294,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2019,YEAR,NULL_Z,RATE_PER_100,20.2766,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2018,YEAR,NULL_Z,RATE_PER_100,24.0911,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2017,YEAR,NULL_Z,RATE_PER_100,23.0799,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2016,YEAR,NULL_Z,RATE_PER_100,21.895,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2021,YEAR,NULL_Z,RATE_PER_100,1.6069,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2020,YEAR,NULL_Z,RATE_PER_100,2.7067,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2019,YEAR,NULL_Z,RATE_PER_100,4.3258,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2018,YEAR,NULL_Z,RATE_PER_100,4.5098,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2017,YEAR,NULL_Z,RATE_PER_100,4.4416,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2016,YEAR,NULL_Z,RATE_PER_100,4.6854,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2021,YEAR,NULL_Z,RATE_PER_100,1.4037,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2020,YEAR,NULL_Z,RATE_PER_100,1.1336,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2019,YEAR,NULL_Z,RATE_PER_100,1.3196,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2018,YEAR,NULL_Z,RATE_PER_100,1.4834,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2017,YEAR,NULL_Z,RATE_PER_100,1.3417,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2016,YEAR,NULL_Z,RATE_PER_100,1.348,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2021,YEAR,NULL_Z,RATE_PER_100,0.3638,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2020,YEAR,NULL_Z,RATE_PER_100,0.4132,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2019,YEAR,NULL_Z,RATE_PER_100,0,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2018,YEAR,NULL_Z,RATE_PER_100,0,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2017,YEAR,NULL_Z,RATE_PER_100,0,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2021,YEAR,NULL_Z,RATE_PER_100,0.751,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2020,YEAR,NULL_Z,RATE_PER_100,0.6926,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2019,YEAR,NULL_Z,RATE_PER_100,0.8808,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2018,YEAR,NULL_Z,RATE_PER_100,1.0365,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2017,YEAR,NULL_Z,RATE_PER_100,1.0699,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2021,YEAR,NULL_Z,RATE_PER_100,0.1599,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2020,YEAR,NULL_Z,RATE_PER_100,0.2825,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2019,YEAR,NULL_Z,RATE_PER_100,0.1419,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2018,YEAR,NULL_Z,RATE_PER_100,0.1616,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2017,YEAR,NULL_Z,RATE_PER_100,0.1992,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2016,YEAR,NULL_Z,RATE_PER_100,0.2529,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,440,Lithuania,2021,YEAR,NULL_Z,RATE_PER_100,0.6337,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,440,Lithuania,2020,YEAR,NULL_Z,RATE_PER_100,0.8455,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,440,Lithuania,2019,YEAR,NULL_Z,RATE_PER_100,0.8174,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,440,Lithuania,2018,YEAR,NULL_Z,RATE_PER_100,0.8709,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,440,Lithuania,2017,YEAR,NULL_Z,RATE_PER_100,0.9125,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,440,Lithuania,2016,YEAR,NULL_Z,RATE_PER_100,0.9242,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,418,Lao People's Democratic Republic,2021,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,418,Lao People's Democratic Republic,2020,YEAR,NULL_Z,RATE_PER_100,0.0277,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,418,Lao People's Democratic Republic,2019,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,404,Kenya,2021,YEAR,NULL_Z,RATE_PER_100,4.3918,Data incomplete since not collected from all sources of data,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,404,Kenya,2020,YEAR,NULL_Z,RATE_PER_100,11.2019,Data incomplete since not collected from all sources of data,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,404,Kenya,2019,YEAR,NULL_Z,RATE_PER_100,4.3792,Data incomplete since not collected from all sources of data,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,404,Kenya,2018,YEAR,NULL_Z,RATE_PER_100,8.4997,Data incomplete since not collected from all sources of data,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,400,Jordan,2021,YEAR,NULL_Z,RATE_PER_100,2.7092,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,400,Jordan,2020,YEAR,NULL_Z,RATE_PER_100,1.9389,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,400,Jordan,2019,YEAR,NULL_Z,RATE_PER_100,1.5356,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,400,Jordan,2018,YEAR,NULL_Z,RATE_PER_100,2.3085,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,400,Jordan,2017,YEAR,NULL_Z,RATE_PER_100,1.331,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,380,Italy,2021,YEAR,NULL_Z,RATE_PER_100,1.4793,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,380,Italy,2020,YEAR,NULL_Z,RATE_PER_100,1.4594,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,380,Italy,2019,YEAR,NULL_Z,RATE_PER_100,1.2231,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,380,Italy,2018,YEAR,NULL_Z,RATE_PER_100,1.2243,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,380,Italy,2017,YEAR,NULL_Z,RATE_PER_100,1.2202,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,380,Italy,2016,YEAR,NULL_Z,RATE_PER_100,1.1969,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,352,Iceland,2021,YEAR,NULL_Z,RATE_PER_100,4.4992,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,352,Iceland,2020,YEAR,NULL_Z,RATE_PER_100,3.7343,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,352,Iceland,2019,YEAR,NULL_Z,RATE_PER_100,4.0614,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,352,Iceland,2018,YEAR,NULL_Z,RATE_PER_100,3.3719,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,352,Iceland,2017,YEAR,NULL_Z,RATE_PER_100,3.0473,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,352,Iceland,2016,YEAR,NULL_Z,RATE_PER_100,3.209,Only consumption in the community reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,364,Iran (Islamic Republic of),2021,YEAR,NULL_Z,RATE_PER_100,0.1428,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,364,Iran (Islamic Republic of),2020,YEAR,NULL_Z,RATE_PER_100,0.1338,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,372,Ireland,2021,YEAR,NULL_Z,RATE_PER_100,0.0642,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,372,Ireland,2020,YEAR,NULL_Z,RATE_PER_100,0.0834,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,372,Ireland,2019,YEAR,NULL_Z,RATE_PER_100,0.0694,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,372,Ireland,2018,YEAR,NULL_Z,RATE_PER_100,0.0446,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,372,Ireland,2017,YEAR,NULL_Z,RATE_PER_100,0.0366,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,372,Ireland,2016,YEAR,NULL_Z,RATE_PER_100,0.0379,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,348,Hungary,2021,YEAR,NULL_Z,RATE_PER_100,0.196,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,348,Hungary,2020,YEAR,NULL_Z,RATE_PER_100,0.1932,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,348,Hungary,2019,YEAR,NULL_Z,RATE_PER_100,0.1644,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,348,Hungary,2018,YEAR,NULL_Z,RATE_PER_100,0.1598,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,348,Hungary,2017,YEAR,NULL_Z,RATE_PER_100,0.1546,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,348,Hungary,2016,YEAR,NULL_Z,RATE_PER_100,0.1915,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,191,Croatia,2021,YEAR,NULL_Z,RATE_PER_100,0.1136,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,191,Croatia,2020,YEAR,NULL_Z,RATE_PER_100,0.2395,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,191,Croatia,2019,YEAR,NULL_Z,RATE_PER_100,0.3044,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,191,Croatia,2018,YEAR,NULL_Z,RATE_PER_100,0.4005,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,191,Croatia,2017,YEAR,NULL_Z,RATE_PER_100,0.2037,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,191,Croatia,2016,YEAR,NULL_Z,RATE_PER_100,0.0163,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,268,Georgia,2020,YEAR,NULL_Z,RATE_PER_100,1.6477,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,268,Georgia,2019,YEAR,NULL_Z,RATE_PER_100,1.8703,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,268,Georgia,2018,YEAR,NULL_Z,RATE_PER_100,2.1991,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,268,Georgia,2017,YEAR,NULL_Z,RATE_PER_100,4.2085,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,268,Georgia,2016,YEAR,NULL_Z,RATE_PER_100,1.1315,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,826,United Kingdom of Great Britain and Northern Ireland,2021,YEAR,NULL_Z,RATE_PER_100,1.283,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,826,United Kingdom of Great Britain and Northern Ireland,2020,YEAR,NULL_Z,RATE_PER_100,0.9916,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,826,United Kingdom of Great Britain and Northern Ireland,2019,YEAR,NULL_Z,RATE_PER_100,0.6296,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,826,United Kingdom of Great Britain and Northern Ireland,2018,YEAR,NULL_Z,RATE_PER_100,0.5509,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,826,United Kingdom of Great Britain and Northern Ireland,2017,YEAR,NULL_Z,RATE_PER_100,0.4283,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,826,United Kingdom of Great Britain and Northern Ireland,2016,YEAR,NULL_Z,RATE_PER_100,0.3225,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,266,Gabon,2021,YEAR,NULL_Z,RATE_PER_100,5.0703,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,266,Gabon,2020,YEAR,NULL_Z,RATE_PER_100,0.2271,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,250,France,2021,YEAR,NULL_Z,RATE_PER_100,2.4401,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,250,France,2020,YEAR,NULL_Z,RATE_PER_100,2.6028,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,250,France,2019,YEAR,NULL_Z,RATE_PER_100,2.3164,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,250,France,2018,YEAR,NULL_Z,RATE_PER_100,2.4607,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,250,France,2017,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,250,France,2016,YEAR,NULL_Z,RATE_PER_100,0.0001,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,246,Finland,2021,YEAR,NULL_Z,RATE_PER_100,7.9807,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,246,Finland,2020,YEAR,NULL_Z,RATE_PER_100,8.2756,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,246,Finland,2019,YEAR,NULL_Z,RATE_PER_100,7.5534,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,246,Finland,2018,YEAR,NULL_Z,RATE_PER_100,7.7314,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,246,Finland,2017,YEAR,NULL_Z,RATE_PER_100,7.0404,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,246,Finland,2016,YEAR,NULL_Z,RATE_PER_100,7.5531,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,231,Ethiopia,2019,YEAR,NULL_Z,RATE_PER_100,0,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,231,Ethiopia,2018,YEAR,NULL_Z,RATE_PER_100,0.0055,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,231,Ethiopia,2017,YEAR,NULL_Z,RATE_PER_100,0.003,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,233,Estonia,2021,YEAR,NULL_Z,RATE_PER_100,0.0014,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,233,Estonia,2020,YEAR,NULL_Z,RATE_PER_100,0.0016,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,233,Estonia,2019,YEAR,NULL_Z,RATE_PER_100,0.0009,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,233,Estonia,2018,YEAR,NULL_Z,RATE_PER_100,0.0023,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,233,Estonia,2017,YEAR,NULL_Z,RATE_PER_100,0.002,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,233,Estonia,2016,YEAR,NULL_Z,RATE_PER_100,0.0007,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,724,Spain,2021,YEAR,NULL_Z,RATE_PER_100,2.2772,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,724,Spain,2020,YEAR,NULL_Z,RATE_PER_100,2.3829,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,724,Spain,2019,YEAR,NULL_Z,RATE_PER_100,2.0865,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,724,Spain,2018,YEAR,NULL_Z,RATE_PER_100,2.0504,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,724,Spain,2017,YEAR,NULL_Z,RATE_PER_100,2.0931,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,724,Spain,2016,YEAR,NULL_Z,RATE_PER_100,2.1237,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,818,Egypt,2021,YEAR,NULL_Z,RATE_PER_100,1.1828,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,818,Egypt,2020,YEAR,NULL_Z,RATE_PER_100,0.8434,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,208,Denmark,2021,YEAR,NULL_Z,RATE_PER_100,2.6431,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,208,Denmark,2020,YEAR,NULL_Z,RATE_PER_100,2.3569,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,208,Denmark,2019,YEAR,NULL_Z,RATE_PER_100,2.0278,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,208,Denmark,2018,YEAR,NULL_Z,RATE_PER_100,1.8366,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,208,Denmark,2017,YEAR,NULL_Z,RATE_PER_100,1.724,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,208,Denmark,2016,YEAR,NULL_Z,RATE_PER_100,1.5569,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,276,Germany,2021,YEAR,NULL_Z,RATE_PER_100,1.7215,Only consumption in the community reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,276,Germany,2020,YEAR,NULL_Z,RATE_PER_100,1.9703,Only consumption in the community reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,276,Germany,2019,YEAR,NULL_Z,RATE_PER_100,1.8815,Only consumption in the community reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,276,Germany,2018,YEAR,NULL_Z,RATE_PER_100,1.7624,Only consumption in the community reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,276,Germany,2017,YEAR,NULL_Z,RATE_PER_100,1.6352,Only consumption in the community reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,276,Germany,2016,YEAR,NULL_Z,RATE_PER_100,1.6202,Only consumption in the community reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,203,Czechia,2021,YEAR,NULL_Z,RATE_PER_100,0.5242,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,203,Czechia,2020,YEAR,NULL_Z,RATE_PER_100,0.6142,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,203,Czechia,2019,YEAR,NULL_Z,RATE_PER_100,1.189,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,196,Cyprus,2021,YEAR,NULL_Z,RATE_PER_100,2.1994,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,196,Cyprus,2020,YEAR,NULL_Z,RATE_PER_100,1.6147,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,196,Cyprus,2019,YEAR,NULL_Z,RATE_PER_100,1.5768,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,196,Cyprus,2018,YEAR,NULL_Z,RATE_PER_100,0.0548,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,196,Cyprus,2017,YEAR,NULL_Z,RATE_PER_100,0.0543,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,196,Cyprus,2016,YEAR,NULL_Z,RATE_PER_100,0.0773,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,170,Colombia,2021,YEAR,NULL_Z,RATE_PER_100,0.88,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,170,Colombia,2020,YEAR,NULL_Z,RATE_PER_100,0.8892,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,170,Colombia,2019,YEAR,NULL_Z,RATE_PER_100,0.4337,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,170,Colombia,2018,YEAR,NULL_Z,RATE_PER_100,1.0084,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,384,C™te d'Ivoire,2021,YEAR,NULL_Z,RATE_PER_100,0.6735,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,384,C™te d'Ivoire,2020,YEAR,NULL_Z,RATE_PER_100,0.2612,Data incomplete since not collected from all sources of data,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,384,C™te d'Ivoire,2019,YEAR,NULL_Z,RATE_PER_100,0.1898,Data incomplete since not collected from all sources of data,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,384,C™te d'Ivoire,2018,YEAR,NULL_Z,RATE_PER_100,0.1957,Data incomplete since not collected from all sources of data,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,756,Switzerland,2021,YEAR,NULL_Z,RATE_PER_100,0.3428,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,756,Switzerland,2020,YEAR,NULL_Z,RATE_PER_100,0.3242,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,756,Switzerland,2019,YEAR,NULL_Z,RATE_PER_100,0.2705,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,756,Switzerland,2018,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,756,Switzerland,2017,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,756,Switzerland,2016,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,064,Bhutan,2021,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only A07AA and J01 reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,064,Bhutan,2020,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,064,Bhutan,2019,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,096,Brunei Darussalam,2021,YEAR,NULL_Z,RATE_PER_100,0.5597,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,096,Brunei Darussalam,2020,YEAR,NULL_Z,RATE_PER_100,0,,PUBLISHED
